2026-08-09 22:40:21.298 | E-ZZIO CODE RELOCATION ENGINE START
2026-08-09 22:40:30.005 | DRY-RUN terminé — aucune modification
2026-08-09 22:40:45.429 | Execution cancelled by user
2026-08-09 22:40:46.208 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\marketplace__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.210 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\marketplace\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.211 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\media_services__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.212 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\media_services\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.213 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\mngdmac__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.215 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\mngdmac\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.216 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\model_deployment__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.217 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\model_deployment\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.218 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\monitoring__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.219 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\monitoring\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.221 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\multicloud__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.222 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\multicloud\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.224 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\mysql__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.225 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\mysql\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.227 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\network_firewall__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.228 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\network_firewall\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.230 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\network_load_balancer__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.232 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\network_load_balancer\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.233 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\nosql__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.235 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\nosql\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.236 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\object_storage__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.237 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\object_storage\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.239 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\object_storage\transfer__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.240 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\object_storage\transfer\internal__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.241 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\object_storage\transfer\internal\download__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.243 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\oce__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.244 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\oce\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.246 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\oci_control_center__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.247 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\oci_control_center\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.248 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\ocvp__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.250 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\ocvp\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.251 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\oda__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.252 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\oda\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.254 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\onesubscription__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.255 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\onesubscription\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.256 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\ons__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.257 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\ons\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.258 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\opa__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.259 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\opa\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.261 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\opensearch__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.262 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\opensearch\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.264 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\operator_access_control__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.265 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\operator_access_control\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.266 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\opsi__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.267 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\opsi\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.268 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\optimizer__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.270 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\optimizer\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.271 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\os_management_hub__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.272 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\os_management_hub\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.274 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osp_gateway__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.275 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osp_gateway\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.277 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osub_billing_schedule__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.278 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osub_billing_schedule\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.279 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osub_organization_subscription__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.281 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osub_organization_subscription\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.282 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osub_subscription__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.283 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osub_subscription\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.285 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osub_usage__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.286 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\osub_usage\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.288 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\pagination__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.289 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\psa__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.291 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\psa\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.292 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\psql__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.297 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\psql\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.298 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\queue__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.299 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\queue\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.301 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\recovery__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.302 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\recovery\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.303 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\redis__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.305 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\redis\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.307 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\resource_analytics__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.309 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\resource_analytics\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.310 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\resource_manager__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.311 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\resource_manager\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.312 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\resource_scheduler__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.314 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\resource_scheduler\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.315 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\resource_search__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.316 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\resource_search\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.317 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\retry__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.319 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\rover__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.320 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\rover\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.321 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\sch__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.323 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\sch\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.324 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\secrets__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.325 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\secrets\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.326 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\security_attribute__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.328 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\security_attribute\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.329 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\self__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.330 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\self\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.331 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\service_catalog__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.332 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\service_catalog\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.334 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\service_manager_proxy__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.335 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\service_manager_proxy\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.336 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\stack_monitoring__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.338 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\stack_monitoring\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.339 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\streaming__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.341 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\streaming\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.342 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\tenant_manager_control_plane__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.343 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\tenant_manager_control_plane\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.344 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\threat_intelligence__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.345 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\threat_intelligence\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.347 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\usage_api__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.348 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\usage_api\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.350 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\usage__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.351 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\usage\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.352 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\vault__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.354 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\vault\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.355 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\vbs_inst__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.357 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\vbs_inst\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.358 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\visual_builder__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.359 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\visual_builder\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.360 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\vn_monitoring__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.362 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\vn_monitoring\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.363 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\vulnerability_scanning__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.365 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\vulnerability_scanning\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.366 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\waa__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.368 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\waa\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.370 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\waas__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.371 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\waas\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.372 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\waf__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.374 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\waf\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.375 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\wlms__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.376 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\wlms\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.377 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\work_requests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.379 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\work_requests\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.380 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\zpr__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.381 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\oci\zpr\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.383 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\OpenSSL__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.385 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\packaging__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.387 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\packaging\licenses__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.388 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.389 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.390 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\cli__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.392 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\commands__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.397 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\distributions__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.398 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\index__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.400 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\locations__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.401 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\metadata__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.403 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\metadata\importlib__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.404 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\models__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.406 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\network__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:46.407 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\pip_internal\operations__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
